"Origen","Destino","TTicket","TEscaleraAnden","TAndenEscalera","TT12","TT23","TT32","TT21","TTotalTren"
2,1,56.8521191083396,78.5175596376728,22.4294100794941,0,0,0,64.5986990628191,64.5986990628191
2,1,77.7023855510302,34.1272482182831,37.0483187391403,0,0,0,76.9180075504931,76.9180075504931
2,1,59.3548474261864,75.9426335965223,19.4237044913686,0,0,0,66.5433626943332,66.5433626943332
2,3,39.3563962412978,44.9588027671847,64.9221523834353,0,48.9042604574934,0,0,48.9042604574934
1,3,0,42.2673524899368,91.2375239249239,66.4721986434107,47.8901677718386,0,0,114.362366415249
2,1,57.8915403637488,58.4746985497389,76.5281302853283,0,0,0,69.729155616762,69.729155616762
3,1,15.0551513603552,168.021207091607,47.3288083804731,0,0,45.6244189850986,70.237622850642,115.862041835741
3,2,0,30.6371517851949,37.7166684846821,0,0,43.2166898110881,0,43.2166898110881
3,2,0,28.6602842994034,51.863844328231,0,0,49.3614332494326,0,49.3614332494326
3,1,0,62.5376738917177,18.897283822298,0,0,43.7619976699352,68.1449086524773,111.906906322412
3,2,19.3496063989227,21.7528317496181,22.042680378072,0,0,42.4770170915872,0,42.4770170915872
3,1,0,30.058765783906,19.6585575863719,0,0,46.8521153228357,69.2102922509479,116.062407573784
3,2,0,75.2151836301763,34.3618466680837,0,0,44.4347620964982,0,44.4347620964982
3,1,0,17.696925099755,63.2075158108897,0,0,42.7193648158573,63.9098410286581,106.629205844515
3,2,0,15.32542405662,105.905728856648,0,0,44.5727459597401,0,44.5727459597401
3,1,0,130.98465743402,14.139160932973,0,0,46.5583723713644,73.8585558806301,120.416928251995
2,1,69.7887215628235,121.068040947045,116.982260675807,0,0,0,70.5321311294477,70.5321311294477
3,1,22.1760744424377,75.9290896322499,86.0348935010743,0,0,42.5947128981352,72.9439879196861,115.538700817821
1,3,35.0042403562196,15.6357917003334,151.614136093094,68.4862505364214,45.2120688790455,0,0,113.698319415467
3,1,0,34.8503250069916,21.6431812569499,0,0,40.0553553015925,66.3805947594318,106.435950061024
3,1,5.56987875274406,95.0788009878168,33.3986529885771,0,0,40.0234388140962,73.040643001967,113.064081816063
2,1,66.5107360272829,24.9559407168999,21.657568924129,0,0,0,67.1919527641162,67.1919527641162
2,1,49.2673318409283,44.7728842059788,35.5776250540259,0,0,0,63.3633245202485,63.3633245202485
1,3,0,13.2642723527377,17.3735654077008,54.9990076255387,47.7031245385297,0,0,102.702132164068
3,1,0,44.8169878356732,57.3254551340766,0,0,44.4587703980505,68.1983376963589,112.657108094409
2,3,80.5446417817159,53.7515253095392,16.7568139528949,0,43.9646952250041,0,0,43.9646952250041
3,1,21.002584342368,30.9258899651468,24.7095110660129,0,0,45.0594755006023,71.9541559523155,117.013631452918
2,1,0,39.3835673714057,93.5929654168054,0,0,0,63.4931349803019,63.4931349803019
3,1,0,40.7307558692992,28.2316301195862,0,0,49.6183801488951,62.847377813221,112.465757962116
2,1,43.9826126186529,54.002652800313,13.5138188954443,0,0,0,66.1890680467754,66.1890680467754
3,1,0,24.3546318182133,37.1988825305345,0,0,47.2072835802101,64.0022477845595,111.20953136477
3,1,0,73.152058717228,47.6755999756937,0,0,41.3152185850777,62.6643473057189,103.979565890797
2,3,0,26.953562120907,21.4469796885052,0,43.0458174855448,0,0,43.0458174855448
2,3,82.6787225670354,66.74800017767,44.2272433621769,0,46.8979460047558,0,0,46.8979460047558
3,1,0,25.5587228760123,11.6537200337108,0,0,40.523260300979,75.9354859465306,116.45874624751
2,1,61.1846871189276,36.8828241713345,37.5507621086183,0,0,0,68.6562520242216,68.6562520242216
3,1,0,53.6387352628593,20.6387803610414,0,0,43.6098149954341,70.3698650787822,113.979680074216
3,1,0,26.6007404809494,18.8494271824124,0,0,45.7005891948938,61.6432706141017,107.343859808996
3,1,0,26.3980645313859,47.0688533393626,0,0,45.4466530168429,72.636462041969,118.083115058812
3,1,0,25.3783912933147,20.8754386287183,0,0,44.2813106765971,68.0787963937438,112.360107070341
1,3,0,23.8986333421705,33.0478409864008,80.001816797604,48.0436137784272,0,0,128.045430576031
3,1,0,28.1423432193696,30.2845419748666,0,0,48.1482155155391,62.9799595211149,111.128175036654
1,3,23.1136829298794,47.5581796450501,154.830934024396,78.8045828802182,45.5126988049597,0,0,124.317281685178
2,3,0,44.6411090517852,60.2421400306707,0,44.7772985789925,0,0,44.7772985789925
1,3,42.2425366460419,27.5236991411986,40.8929557166994,70.7205546646184,45.7034839596599,0,0,116.424038624278
3,2,0,85.9537466581831,78.2016245064266,0,0,47.3801763867959,0,47.3801763867959
3,1,0,113.100540088196,10.6194664208228,0,0,45.7387763331644,61.301882931917,107.040659265081
3,2,0,67.8656755370979,133.513619912075,0,0,40.4501872928813,0,40.4501872928813
3,1,0,20.3289059363306,30.0549464850667,0,0,48.4032036201097,68.1661801325011,116.569383752611
3,1,0,36.3690377771854,16.2952459976077,0,0,48.2204939424992,67.6502934414892,115.870787383988
3,1,0,50.8476394770627,24.6696240632775,0,0,49.474635028746,70.1003694969238,119.57500452567
3,1,0,142.257293354679,11.5969050428103,0,0,43.1735313916579,79.271368669529,122.444900061187
2,1,64.7540357440416,135.780593020128,35.0200297065678,0,0,0,71.9230617434531,71.9230617434531
3,1,0,64.9036064727192,12.6527392491698,0,0,41.7836562008597,66.4019938289969,108.185650029857
1,2,8.06410968494266,13.4521605167538,28.7831281923075,74.6113446162849,0,0,0,74.6113446162849
3,1,0,19.0818697079286,93.8378848038061,0,0,49.6525811241008,68.9664738757389,118.61905499984
2,1,33.6685345086386,23.7248212797567,65.8550791330643,0,0,0,70.4159247805545,70.4159247805545
1,3,24.3760932596452,67.4767646651476,15.0175091996789,67.0257877572428,49.4708428764716,0,0,116.496630633714
3,1,0,206.790567179373,27.6273363261464,0,0,46.4549927087501,62.6226674960639,109.077660204814
3,1,0,27.984133363654,22.5735231582075,0,0,40.1639667269774,66.9510031516561,107.114969878633
3,1,0,32.3046251013875,45.8444777486806,0,0,49.2183177894913,65.4085999731188,114.62691776261
1,3,34.684552721339,11.0582392197102,24.4839027925033,65.4811802776261,47.5885697384365,0,0,113.069750016063
3,1,0,67.9571842012887,114.670538635631,0,0,43.8635555817746,68.9973361190425,112.860891700817
2,1,43.7891628997578,74.9996148955948,45.0311217812781,0,0,0,75.8864313525002,75.8864313525002
2,3,48.6041394235429,38.5377696389332,35.046702567488,0,43.4351824223995,0,0,43.4351824223995
3,1,0,45.5107115564828,28.8111129022183,0,0,42.8540982329287,69.5789171301073,112.433015363036
2,1,0,22.0297123026103,26.333003527576,0,0,0,71.3620928220173,71.3620928220173
2,1,0,37.7200716501102,15.3963402032596,0,0,0,65.3459999668868,65.3459999668868
1,3,46.9676031175703,30.449337157512,87.1752870794306,75.6322234204227,40.0108386552893,0,0,115.643062075712
3,1,0,81.2438300218353,11.0653987426192,0,0,46.8503274442628,74.4289082598097,121.279235704072
2,1,0,58.4609854110419,32.7163442215862,0,0,0,74.3088068476633,74.3088068476633
3,1,0,71.8661693853997,42.7802555246239,0,0,40.3562966245227,67.9410546119716,108.297351236494
3,1,0,16.0218380726249,12.7748468718984,0,0,41.5239166654646,74.3889145916998,115.912831257164
2,1,0,73.1586201303253,53.9883149762578,0,0,0,60.0334059860172,60.0334059860172
2,1,75.675114599531,32.7404590696096,37.5574654891136,0,0,0,70.4977936719306,70.4977936719306
2,3,55.955370794737,31.875782185464,32.2446484491229,0,42.6495344587602,0,0,42.6495344587602
2,3,0,56.3077280285273,52.708735464323,0,49.2765446635894,0,0,49.2765446635894
3,1,0,69.2230641080027,30.7039579740706,0,0,42.530725132674,65.8159004980713,108.346625630745
2,1,0,50.8889467908505,51.931912189777,0,0,0,65.7052772584822,65.7052772584822
2,1,70.9090792550667,35.7882767962292,42.1300689114218,0,0,0,71.7360637869795,71.7360637869795
3,2,0,19.4471936114132,60.3947560010914,0,0,48.3643691451289,0,48.3643691451289
2,1,66.071225460385,46.6726128120885,30.8949028133395,0,0,0,74.4077025589657,74.4077025589657
2,1,79.2509562070731,23.1174971179127,12.0732467155904,0,0,0,78.4638082602828,78.4638082602828
2,1,75.9332393972039,31.1973312636837,18.5402211826295,0,0,0,69.7118664963068,69.7118664963068
3,1,0,124.481388101901,20.7302934397012,0,0,44.0728836599737,65.6397247536752,109.712608413649
3,2,26.7089291691621,31.2908699922264,78.2781975504882,0,0,46.5849612304009,0,46.5849612304009
1,2,0,13.1043984834105,95.7852869378991,78.9023672750619,0,0,0,78.9023672750619
3,2,33.3002469766907,32.4820342846215,53.0253285343263,0,0,41.157905687578,0,41.157905687578
3,2,0,39.2523979209363,20.0480535207316,0,0,44.749200977385,0,44.749200977385
1,2,0,21.3619800005108,44.0854213374171,72.5700380634849,0,0,0,72.5700380634849
2,1,55.7767289101127,30.5829268088564,20.8398471772671,0,0,0,68.4875343448856,68.4875343448856
3,1,0,43.343861885526,13.695039562881,0,0,46.0685057681985,78.1814366795996,124.249942447798
3,1,0,52.5890518335586,19.8119414589295,0,0,47.3748963396065,68.2308193980151,115.605715737622
3,1,0,22.7875061640091,19.5671039354056,0,0,46.7501162434928,76.0739129850292,122.824029228522
3,2,19.0202831861423,75.6909807589102,24.1272408654913,0,0,47.8648318792693,0,47.8648318792693
1,3,0,15.6464966790494,74.1717724969264,70.8223434380933,44.1009858553298,0,0,114.923329293423
3,1,0,71.2078849937687,25.6912636655561,0,0,46.7015964956954,70.6889468005805,117.390543296276
3,1,0,156.324597216191,16.3939862139523,0,0,42.8586904355325,70.3307255927582,113.189416028291
3,2,0,51.537334769244,76.072260176105,0,0,45.4656197363511,0,45.4656197363511
3,2,0,102.127916137303,134.880251002716,0,0,42.8571269428357,0,42.8571269428357
3,2,0,15.8663192819655,74.8679316204913,0,0,45.3443568875082,0,45.3443568875082
3,1,17.8675077537453,42.90053486656,10.6917738743092,0,0,46.8067658110522,73.5928229889573,120.399588800009
3,2,0,35.9733324125409,43.3456221334607,0,0,47.0303530246019,0,47.0303530246019
3,1,0,54.4227957708721,22.9504069685936,0,0,41.6570436302572,66.9808084817773,108.637852112035
3,1,0,27.9516636952758,46.8804991973524,0,0,45.5053994944319,73.8895750777072,119.394974572139
3,1,0,128.484666936829,76.9260063733826,0,0,40.6744333682582,82.4891010131702,123.163534381428
3,1,0,48.6722236604766,31.9103337960563,0,0,46.7983519146219,69.3801284733191,116.178480387941
2,3,0,30.7720768451691,17.5149960804077,0,48.2843808783218,0,0,48.2843808783218
3,1,0,40.222829002887,18.9607797935605,0,0,40.5909036193043,64.0987421238579,104.689645743162
2,3,64.5724644901995,50.3315747609798,26.0852880984495,0,41.9745582411997,0,0,41.9745582411997
1,2,34.5583387269882,14.3927743285894,41.495659963064,69.1702179854636,0,0,0,69.1702179854636
2,1,0,38.0258070724085,19.4114498328418,0,0,0,69.2283402016057,69.2283402016057
2,1,54.3312982584452,22.0718353823775,88.4462558230499,0,0,0,75.1925389583268,75.1925389583268
1,3,25.6236897218207,12.1946342289448,40.652085300535,71.2372434664882,44.0040993341245,0,0,115.241342800613
2,1,0,24.8099052207544,26.4247256136479,0,0,0,68.3488994110699,68.3488994110699
3,1,0,93.5693464394579,21.2138175498694,0,0,41.6574058169499,73.3748605162266,115.032266333177
2,1,81.387052654069,44.1143008534398,28.779292962605,0,0,0,79.2710937976277,79.2710937976277
3,1,0,63.7461011467462,79.4705123582141,0,0,48.0417522788048,57.4857016656345,105.527453944439
3,1,0,72.7381050194845,49.4695267436986,0,0,43.3691222360358,74.6277713891916,117.996893625227
3,1,0,21.8171650543809,33.214881158525,0,0,44.4736094563268,62.7651048437488,107.238714300076
2,1,80.3594750856903,26.7778007639572,20.1659949198457,0,0,0,80.7023501255421,80.7023501255421
2,1,70.2856147622563,37.379555744119,30.941831729466,0,0,0,69.7867503643278,69.7867503643278
1,3,0,36.9165704390945,31.0881726816297,75.3538738836538,41.6915131243877,0,0,117.045387008042
2,1,64.1732867016142,87.6028812281256,70.7631994750271,0,0,0,71.769754952375,71.769754952375
1,2,0,21.2575726769865,36.1458155792207,71.1393604587769,0,0,0,71.1393604587769
3,1,41.0138850559579,119.203657726373,15.3053826170413,0,0,43.0156006640755,71.4132098987011,114.428810562777
1,3,28.8981273899199,14.5311169284744,129.872268431618,70.289173990544,40.8796387631446,0,0,111.168812753689
2,1,0,39.5766603387892,39.8529589236025,0,0,0,75.6848281853034,75.6848281853034
3,1,21.4387713012519,34.0330911427736,22.7738725300878,0,0,43.4858014411293,66.0847134075035,109.570514848633
3,1,0,83.773430695179,12.2130095144372,0,0,46.6773308231495,65.6115715196928,112.288902342842
2,1,47.6510846945095,38.3980635553598,20.1926697231829,0,0,0,64.4382032810274,64.4382032810274
1,3,12.4112927478744,23.451991211623,31.9730859622359,61.222136252524,45.7900166534819,0,0,107.012152906006
1,3,0,14.5574420680582,75.5006273889083,74.0765444906421,46.2337316479534,0,0,120.310276138595
2,1,62.908607947942,26.294078519113,16.5373108536005,0,0,0,80.3011567965673,80.3011567965673
3,1,17.8717906321908,65.1981904713397,15.0840673322698,0,0,44.0919152856804,73.9826653417836,118.074580627464
2,1,60.5366891400784,28.7146298587322,15.523408950689,0,0,0,65.8115541554303,65.8115541554303
3,1,0,73.1507346918124,28.146112448627,0,0,46.0148142580874,70.9443305911303,116.959144849218
1,3,0,53.8386973340936,23.1655054488959,67.8582542180624,48.2670143153518,0,0,116.125268533414
2,1,0,34.1375845717266,14.9573498591781,0,0,0,68.2193794122047,68.2193794122047
2,1,66.6770198662823,31.0030656401068,50.9643572179561,0,0,0,64.9770942795991,64.9770942795991
1,3,0,50.572611762393,117.772126118268,71.1714622107694,46.7465401021764,0,0,117.918002312946
1,3,14.9890148549497,11.6438052487262,45.9352689964657,70.4526051228536,49.6826890204102,0,0,120.135294143264
3,2,17.0912033363379,91.4614496341513,99.1958829909008,0,0,41.6581663303077,0,41.6581663303077
2,1,56.6233735411457,84.5980308353346,37.5060271835866,0,0,0,70.508237478051,70.508237478051
2,3,0,70.0791454910948,32.1921523101628,0,41.6764161596075,0,0,41.6764161596075
1,3,23.176079829949,63.2877877701945,27.6239724084735,70.9725373351541,44.5062080142088,0,0,115.478745349363
1,3,19.6727138512504,14.6666224580258,111.661316523875,65.5919233979249,49.0890178200789,0,0,114.680941218004
3,1,29.7037665013286,63.603950178433,24.2491770527306,0,0,43.6665813298896,73.6906280740265,117.357209403916
1,2,33.7113297769721,12.8721368181664,110.06428002807,66.6729287305074,0,0,0,66.6729287305074
2,1,0,65.4681387891002,16.3743560295552,0,0,0,67.8686203971125,67.8686203971125
1,2,0,18.401598399505,22.490984108299,69.1927840298305,0,0,0,69.1927840298305
3,1,0,107.945047835435,11.0116487368941,0,0,44.9131331057288,70.5363445230092,115.449477628738
2,1,69.2936968421885,24.2743570962921,23.6347578186542,0,0,0,68.0551257695938,68.0551257695938
3,1,0,45.8207407576923,41.3577250224649,0,0,41.9936410500668,71.9978727414083,113.991513791475
1,2,28.7505712579094,75.9013666178951,36.5684507507831,79.4140175212003,0,0,0,79.4140175212003
2,3,0,35.790459709242,35.2018604241312,0,40.9977216343395,0,0,40.9977216343395
2,1,59.6740276292964,49.2933135127198,19.8922067973763,0,0,0,76.6906464434852,76.6906464434852
2,3,73.5886825252913,21.1620416443815,64.6572886763101,0,40.5904600978829,0,0,40.5904600978829
3,2,0,23.4826766306123,21.7775396761962,0,0,41.3273384817876,0,41.3273384817876
3,1,0,27.6337864560272,16.3257852289826,0,0,47.3129081120715,67.972480935596,115.285389047667
3,2,0,36.2890376709402,25.4778183962273,0,0,41.5025006653741,0,41.5025006653741
2,3,54.9647962289266,47.8335006243054,29.2471104301512,0,42.9063047701493,0,0,42.9063047701493
3,1,0,25.7655672356486,12.0537539944053,0,0,44.8613770888187,67.0584952957543,111.919872384573
3,1,0,181.679517765692,16.5509622078389,0,0,41.4638668578118,69.8647865164544,111.328653374266
3,1,0,23.2731518223585,32.949164136404,0,0,47.1704211109318,78.0773939717595,125.247815082691
2,1,59.7934558991354,90.630963552579,10.5526700243354,0,0,0,70.9342568191521,70.9342568191521
3,1,13.8403968788012,26.2897322699428,40.5042301474099,0,0,49.9072684487328,72.3081623056104,122.215430754343
2,1,61.0028033166065,58.250135098255,10.8270641199946,0,0,0,64.3566765810471,64.3566765810471
3,1,0,42.1857723593712,10.724052801344,0,0,47.216033488512,68.3793545019652,115.595387990477
2,3,60.358002688162,36.4097639312968,48.4695734439378,0,42.3604687280022,0,0,42.3604687280022
2,1,0,20.6402172799786,61.1923104126878,0,0,0,61.7133517758311,61.7133517758311
2,1,35.4154680189809,87.1788874416988,44.1982350869461,0,0,0,70.7714988993187,70.7714988993187
3,2,20.5986588975104,38.9652911201119,37.7047111206148,0,0,44.3553772754967,0,44.3553772754967
3,2,33.8258588172504,39.8266227543354,49.6224565046344,0,0,42.6057517738082,0,42.6057517738082
3,1,0,18.8693911582232,70.2748022073213,0,0,40.7423513615504,68.8198811711919,109.562232532742
3,1,0,30.1238915137947,20.4560906253755,0,0,42.4683629348874,66.2604134148671,108.728776349754
2,1,0,33.3919275738299,18.786629140377,0,0,0,66.8204241615916,66.8204241615916
3,2,0,24.2628108625956,40.5829197587445,0,0,43.8661356084049,0,43.8661356084049
2,1,50.21217307796,36.3577865622938,12.2758824191988,0,0,0,74.0676671074834,74.0676671074834
3,1,0,21.3808341696858,21.5742353767161,0,0,45.5848025204614,60.7320621572824,106.316864677744
3,2,0,21.9149664495739,24.8274548312537,0,0,48.4093201882206,0,48.4093201882206
2,1,38.6632750531779,29.4488866720349,15.2414120920002,0,0,0,69.8563336962077,69.8563336962077
3,1,0,25.1604507304728,31.4517166809819,0,0,48.6972168670036,79.9691110908758,128.666327957879
3,1,0,19.3756752899604,11.8624707590789,0,0,42.3246229859069,68.775071594215,111.099694580122
2,3,59.1747228533841,57.6229016935889,56.4682717604523,0,42.6210400927812,0,0,42.6210400927812
1,3,39.3947658728659,12.3970067128539,45.9523081017618,66.2418759172316,43.260423198808,0,0,109.50229911604
1,3,0,15.9672936052084,16.7781902260037,60.9361882619003,48.5684694722295,0,0,109.50465773413
3,1,0,50.7780672220473,21.5522738359869,0,0,46.9660903024487,63.3972945340936,110.363384836542
2,1,0,110.708903143729,45.6845057366376,0,0,0,63.2556666224378,63.2556666224378
1,3,0,12.9848569631577,69.7717094032054,77.2725646514944,47.5779444165528,0,0,124.850509068047
2,1,50.6608868890319,55.6687732028279,14.4833384640515,0,0,0,64.6330930590029,64.6330930590029
3,1,0,20.232460424304,17.1361829526722,0,0,40.5960280261934,63.9090076306714,104.505035656865
1,2,39.5135354548038,27.4320504247191,31.7528672656044,75.4135901416531,0,0,0,75.4135901416531
3,1,0,75.2033678408633,27.7476965813878,0,0,47.6253946637735,63.6531890201102,111.278583683884
3,1,0,92.7075334335683,64.2824884106345,0,0,43.484819396399,59.6857748196595,103.170594216058
3,1,0,65.0591320155149,67.7450967732892,0,0,40.1173651241697,64.3532568475265,104.470621971696
2,1,50.4886843629071,83.5880408957045,14.6477186959237,0,0,0,62.3961501367853,62.3961501367853
1,2,22.6568056407313,18.1231153476983,23.0756880296394,71.9574940037558,0,0,0,71.9574940037558
3,2,0,15.4342975310329,30.803877171129,0,0,48.584807664156,0,48.584807664156
1,3,0,10.087503567338,275.919999390618,70.1875978564531,40.7856552558951,0,0,110.973253112348
2,3,70.3801849242711,63.3487116520233,36.7031300626695,0,45.7248890469782,0,0,45.7248890469782
2,1,0,94.0167373194735,18.1753124636014,0,0,0,76.1845888123078,76.1845888123078
2,1,63.3591292527452,35.7040158007294,14.3449514064886,0,0,0,66.9568035098639,66.9568035098639
3,2,0,43.2725752873306,37.6657922752202,0,0,49.7446389636025,0,49.7446389636025
3,1,0,40.3925541229546,25.3021017267349,0,0,43.9349315757863,70.3805310818307,114.315462657617
3,2,0,41.5021122246981,30.2392034279183,0,0,40.0186085980386,0,40.0186085980386
3,1,0,119.478116924124,10.3528507240117,0,0,47.4364792485721,64.5923256443631,112.028804892935
1,3,0,24.4015447600725,58.2479361427908,70.9580175777596,43.0833837972023,0,0,114.041401374962
2,1,26.490313342689,77.1978877459593,29.4742987296524,0,0,0,63.419478774794,63.419478774794
1,2,0,62.4202476789184,174.307205277055,77.1887429830287,0,0,0,77.1887429830287
3,1,0,52.4899825087063,32.3281745045426,0,0,48.9926871354692,77.2769490483683,126.269636183837
2,3,67.7392329599852,29.5554024586454,49.363361035235,0,40.0042611104436,0,0,40.0042611104436
3,2,0,15.5060281604528,55.7555630883638,0,0,41.0868130810559,0,41.0868130810559
2,1,0,64.7488667790718,60.915302835307,0,0,0,66.9894975417446,66.9894975417446
3,2,0,20.225493516773,21.3751026941463,0,0,40.8786939503625,0,40.8786939503625
3,1,22.0752633990652,44.6819259582048,45.652116423655,0,0,46.8434646399692,72.0386485668547,118.882113206824
3,2,0,57.2444143384931,25.1775225717574,0,0,44.6513492590748,0,44.6513492590748
1,3,0,10.6941503379494,120.127007136668,70.1842173937351,43.9644335256889,0,0,114.148650919424
3,1,0,30.1404043659568,21.3274210039526,0,0,48.9701190195046,75.4979585442982,124.468077563803
3,1,0,48.2808776183014,18.8863572757691,0,0,44.6348586655222,74.2575239277279,118.89238259325
2,3,57.9554338597821,59.2568225121561,23.3716151490808,0,46.2821497442201,0,0,46.2821497442201
2,3,0,35.855825226754,72.4874442782173,0,46.3989907153882,0,0,46.3989907153882
3,1,0,85.8086393739948,88.6530707362008,0,0,46.3416852196679,71.3850427165859,117.726727936254
3,1,0,63.1078840030317,29.3422086593744,0,0,43.151963937562,69.4412117822984,112.59317571986
1,2,0,13.2452321145684,30.4086048293693,69.1096606878056,0,0,0,69.1096606878056
2,3,0,44.8892790752984,34.5035799220204,0,44.0940382052213,0,0,44.0940382052213
3,1,0,17.8694844059646,12.6927878042596,0,0,47.6830071862787,65.3287273691432,113.011734555422
3,1,0,61.3620540855413,81.6307649658167,0,0,43.2525405427441,73.1178491074559,116.3703896502
3,1,0,41.9220746681094,13.9950596820563,0,0,49.5030870847404,68.9670837059873,118.470170790728
3,1,0,92.0708946850071,25.062594516952,0,0,40.5413422430865,64.2310944473974,104.772436690484
2,1,57.9327129020508,23.5183073901412,18.4536245744675,0,0,0,62.665711118434,62.665711118434
1,2,25.0245324075935,16.6557077411562,77.0653651070721,76.5197226358693,0,0,0,76.5197226358693
3,1,0,36.0194396885586,65.1995703925319,0,0,45.2446597022936,70.7496737439605,115.994333446254
2,1,63.0901277496677,28.9728547313881,10.7929300878128,0,0,0,68.7527018692204,68.7527018692204
1,3,0,16.1105115246028,30.4099148325622,71.2422160467946,44.358588559553,0,0,115.600804606348
2,1,81.2587551600537,77.3621287916727,38.9325313441119,0,0,0,70.0570473971412,70.0570473971412
2,1,75.4727845965371,48.0575218717889,46.2598889676814,0,0,0,67.5574155840896,67.5574155840896
3,1,0,34.3708666972816,20.1330916583538,0,0,45.6441999529488,71.3746982233622,117.018898176311
